AgentId;TimeStep;OfferedPowerInMW;AwardedPowerInMWH;CostsInEUR;ReceivedMoneyInEUR
20150100021;959176777;2879.530108;;;
20150100021;959176805;;2879.530108;5471.1072052;
20150100021;959180377;2879.530108;;;
20150100021;959180405;;2879.530108;5471.1072052;
20150100021;959183977;2879.530108;;;
20150100021;959184005;;2879.530108;5471.1072052;
20150100021;959187577;2879.530108;;;
20150100021;959187605;;2879.530108;5471.1072052;
20150100021;959191177;2879.530108;;;
20150100021;959191205;;2879.530108;5471.1072052;
20150100021;959194777;2879.530108;;;
20150100021;959194805;;2879.530108;5471.1072052;
20150100021;959198377;2879.530108;;;
20150100021;959198405;;2879.530108;5471.1072052;
20150100021;959201977;2879.530108;;;
20150100021;959202005;;2879.530108;5471.1072052;
20150100021;959205577;2879.530108;;;
20150100021;959205605;;2879.530108;5471.1072052;
20150100021;959209177;2879.530108;;;
20150100021;959209205;;2879.530108;5471.1072052;
20150100021;959212777;2879.530108;;;
20150100021;959212805;;2879.530108;5471.1072052;
20150100021;959216377;2879.530108;;;
20150100021;959216405;;2879.530108;5471.1072052;
20150100021;959218204;;;;68234615.51084797
20150100021;959219977;2879.530108;;;
20150100021;959220005;;2879.530108;5471.1072052;
20150100021;959223577;2879.530108;;;
20150100021;959223605;;2879.530108;5471.1072052;
20150100021;959227177;2879.530108;;;
20150100021;959227205;;2879.530108;5471.1072052;
20150100021;959230777;2879.530108;;;
20150100021;959230805;;2879.530108;5471.1072052;
20150100021;959234377;2879.530108;;;
20150100021;959234405;;2879.530108;5471.1072052;
20150100021;959237977;2879.530108;;;
20150100021;959238005;;2879.530108;5471.1072052;
20150100021;959241577;2879.530108;;;
20150100021;959241605;;2879.530108;5471.1072052;
20150100021;959245177;2879.530108;;;
20150100021;959245205;;2879.530108;5471.1072052;
20150100021;959248777;2879.530108;;;
20150100021;959248805;;2879.530108;5471.1072052;
20150100021;959252377;2879.530108;;;
20150100021;959252405;;2879.530108;5471.1072052;
20150100021;959255977;2879.530108;;;
20150100021;959256005;;2879.530108;5471.1072052;
20150100021;959259577;2879.530108;;;
20150100021;959259605;;2879.530108;5471.1072052;
20150100021;959263177;2879.530108;;;
20150100021;959263205;;2879.530108;5471.1072052;
20150100021;959266777;2879.530108;;;
20150100021;959266805;;2879.530108;5471.1072052;
20150100021;959270377;2879.530108;;;
20150100021;959270405;;2879.530108;5471.1072052;
20150100021;959273977;2879.530108;;;
20150100021;959274005;;2879.530108;5471.1072052;
20150100021;959277577;2879.530108;;;
20150100021;959277605;;2879.530108;5471.1072052;
20150100021;959281177;2879.530108;;;
20150100021;959281205;;2879.530108;5471.1072052;
20150100021;959284777;2879.530108;;;
20150100021;959284805;;2879.530108;5471.1072052;
20150100021;959288377;2879.530108;;;
20150100021;959288405;;2879.530108;5471.1072052;
20150100021;959291977;2879.530108;;;
20150100021;959292005;;2879.530108;5471.1072052;
20150100021;959295577;2879.530108;;;
20150100021;959295605;;2879.530108;5471.1072052;
20150100021;959299177;2879.530108;;;
20150100021;959299205;;2879.530108;5471.1072052;
20150100021;959302777;2879.530108;;;
20150100021;959302805;;2879.530108;5471.1072052;
20150100021;959306377;2879.530108;;;
20150100021;959306405;;2879.530108;5471.1072052;
20150100021;959309977;2879.530108;;;
20150100021;959310005;;2879.530108;5471.1072052;
20150100021;959313577;2879.530108;;;
20150100021;959313605;;2879.530108;5471.1072052;
20150100021;959317177;2879.530108;;;
20150100021;959317205;;2879.530108;5471.1072052;
20150100021;959320777;2879.530108;;;
20150100021;959320805;;2879.530108;5471.1072052;
20150100021;959324377;2879.530108;;;
20150100021;959324405;;2879.530108;5471.1072052;
20150100021;959327977;2879.530108;;;
20150100021;959328005;;2879.530108;5471.1072052;
20150100021;959331577;2879.530108;;;
20150100021;959331605;;2879.530108;5471.1072052;
20150100021;959335177;2879.530108;;;
20150100021;959335205;;2879.530108;5471.1072052;
20150100021;959338777;2879.530108;;;
20150100021;959338805;;2879.530108;5471.1072052;
20150100021;959342377;2879.530108;;;
20150100021;959342405;;2879.530108;5471.1072052;
20150100021;959345977;2879.530108;;;
20150100021;959346005;;2879.530108;5471.1072052;
20150100021;959349577;2879.530108;;;
20150100021;959349605;;2879.530108;5471.1072052;
20150100021;959353177;2879.530108;;;
20150100021;959353205;;2879.530108;5471.1072052;
20150100021;959356777;2879.530108;;;
20150100021;959356805;;2879.530108;5471.1072052;
20150100021;959360377;2879.530108;;;
20150100021;959360405;;2879.530108;5471.1072052;
20150100021;959363977;2879.530108;;;
20150100021;959364005;;2879.530108;5471.1072052;
20150100021;959367577;2879.530108;;;
20150100021;959367605;;2879.530108;5471.1072052;
20150100021;959371177;2879.530108;;;
20150100021;959371205;;2879.530108;5471.1072052;
20150100021;959374777;2879.530108;;;
20150100021;959374805;;2879.530108;5471.1072052;
20150100021;959378377;2879.530108;;;
20150100021;959378405;;2879.530108;5471.1072052;
20150100021;959381977;2879.530108;;;
20150100021;959382005;;2879.530108;5471.1072052;
20150100021;959385577;2879.530108;;;
20150100021;959385605;;2879.530108;5471.1072052;
20150100021;959389177;2879.530108;;;
20150100021;959389205;;2879.530108;5471.1072052;
20150100021;959392777;2879.530108;;;
20150100021;959392805;;2879.530108;5471.1072052;
20150100021;959396377;2879.530108;;;
20150100021;959396405;;2879.530108;5471.1072052;
20150100021;959399977;2879.530108;;;
20150100021;959400005;;2879.530108;5471.1072052;
20150100021;959403577;2879.530108;;;
20150100021;959403605;;2879.530108;5471.1072052;
20150100021;959407177;2879.530108;;;
20150100021;959407205;;0.0;0.0;
20150100021;959410777;2879.530108;;;
20150100021;959410805;;0.0;0.0;
20150100021;959414377;2879.530108;;;
20150100021;959414405;;0.0;0.0;
20150100021;959417977;2879.530108;;;
20150100021;959418005;;0.0;0.0;
20150100021;959421577;2879.530108;;;
20150100021;959421605;;0.0;0.0;
20150100021;959425177;2879.530108;;;
20150100021;959425205;;0.0;0.0;
20150100021;959428777;2879.530108;;;
20150100021;959428805;;0.0;0.0;
20150100021;959432377;2879.530108;;;
20150100021;959432405;;0.0;0.0;
20150100021;959435977;2879.530108;;;
20150100021;959436005;;0.0;0.0;
20150100021;959439577;2879.530108;;;
20150100021;959439605;;0.0;0.0;
20150100021;959443177;2879.530108;;;
20150100021;959443205;;2879.530108;5471.1072052;
20150100021;959446777;2879.530108;;;
20150100021;959446805;;2879.530108;5471.1072052;
20150100021;959450377;2879.530108;;;
20150100021;959450405;;2879.530108;5471.1072052;
20150100021;959453977;2879.530108;;;
20150100021;959454005;;2879.530108;5471.1072052;
20150100021;959457577;2879.530108;;;
20150100021;959457605;;2879.530108;5471.1072052;
20150100021;959461177;2879.530108;;;
20150100021;959461205;;2879.530108;5471.1072052;
20150100021;959464777;2879.530108;;;
20150100021;959464805;;2879.530108;5471.1072052;
20150100021;959468377;2879.530108;;;
20150100021;959468405;;2879.530108;5471.1072052;
20150100021;959471977;2879.530108;;;
20150100021;959472005;;2879.530108;5471.1072052;
20150100021;959475577;2879.530108;;;
20150100021;959475605;;2879.530108;5471.1072052;
20150100021;959479177;2879.530108;;;
20150100021;959479205;;2879.530108;5471.1072052;
20150100021;959482777;2879.530108;;;
20150100021;959482805;;2879.530108;5471.1072052;
20150100021;959486377;2879.530108;;;
20150100021;959486405;;2879.530108;5471.1072052;
20150100021;959489977;2879.530108;;;
20150100021;959490005;;2879.530108;5471.1072052;
20150100021;959493577;2879.530108;;;
20150100021;959493605;;2879.530108;5471.1072052;
20150100021;959497177;2879.530108;;;
20150100021;959497205;;0.0;0.0;
20150100021;959500777;2879.530108;;;
20150100021;959500805;;0.0;0.0;
20150100021;959504377;2879.530108;;;
20150100021;959504405;;0.0;0.0;
20150100021;959507977;2879.530108;;;
20150100021;959508005;;2879.530108;5471.1072052;
20150100021;959511577;2879.530108;;;
20150100021;959511605;;2879.530108;5471.1072052;
20150100021;959515177;2879.530108;;;
20150100021;959515205;;0.0;0.0;
20150100021;959518777;2879.530108;;;
20150100021;959518805;;2006.648939276764;3812.6329846258513;
20150100021;959522377;2879.530108;;;
20150100021;959522405;;2879.530108;5471.1072052;
20150100021;959525977;2879.530108;;;
20150100021;959526005;;2879.530108;5471.1072052;
20150100021;959529577;2879.530108;;;
20150100021;959529605;;2879.530108;5471.1072052;
20150100021;959533177;2879.530108;;;
20150100021;959533205;;2879.530108;5471.1072052;
20150100021;959536777;2879.530108;;;
20150100021;959536805;;2879.530108;5471.1072052;
20150100021;959540377;2879.530108;;;
20150100021;959540405;;2879.530108;5471.1072052;
20150100021;959543977;2879.530108;;;
20150100021;959544005;;2879.530108;5471.1072052;
20150100021;959547577;2879.530108;;;
20150100021;959547605;;2879.530108;5471.1072052;
20150100021;959551177;2879.530108;;;
20150100021;959551205;;2879.530108;5471.1072052;
20150100021;959554777;2879.530108;;;
20150100021;959554805;;2879.530108;5471.1072052;
20150100021;959558377;2879.530108;;;
20150100021;959558405;;2879.530108;5471.1072052;
20150100021;959561977;2879.530108;;;
20150100021;959562005;;2879.530108;5471.1072052;
20150100021;959565577;2879.530108;;;
20150100021;959565605;;2879.530108;5471.1072052;
20150100021;959569177;2879.530108;;;
20150100021;959569205;;2879.530108;5471.1072052;
20150100021;959572777;2879.530108;;;
20150100021;959572805;;2879.530108;5471.1072052;
20150100021;959576377;2879.530108;;;
20150100021;959576405;;2879.530108;5471.1072052;
20150100021;959579977;2879.530108;;;
20150100021;959580005;;2879.530108;5471.1072052;
20150100021;959583577;2879.530108;;;
20150100021;959583605;;2879.530108;5471.1072052;
20150100021;959587177;2879.530108;;;
20150100021;959587205;;2879.530108;5471.1072052;
20150100021;959590777;2879.530108;;;
20150100021;959590805;;2879.530108;5471.1072052;
20150100021;959594377;2879.530108;;;
20150100021;959594405;;2879.530108;5471.1072052;
20150100021;959597977;2879.530108;;;
20150100021;959598005;;2879.530108;5471.1072052;
20150100021;959601577;2879.530108;;;
20150100021;959601605;;2879.530108;5471.1072052;
20150100021;959605177;2879.530108;;;
20150100021;959605205;;2879.530108;5471.1072052;
20150100021;959608777;2879.530108;;;
20150100021;959608805;;2879.530108;5471.1072052;
20150100021;959612377;2879.530108;;;
20150100021;959612405;;2879.530108;5471.1072052;
20150100021;959615977;2879.530108;;;
20150100021;959616005;;2879.530108;5471.1072052;
20150100021;959619577;2879.530108;;;
20150100021;959619605;;2879.530108;5471.1072052;
20150100021;959623177;2879.530108;;;
20150100021;959623205;;2879.530108;5471.1072052;
20150100021;959626777;2879.530108;;;
20150100021;959626805;;2879.530108;5471.1072052;
20150100021;959630377;2879.530108;;;
20150100021;959630405;;2879.530108;5471.1072052;
20150100021;959633977;2879.530108;;;
20150100021;959634005;;2879.530108;5471.1072052;
20150100021;959637577;2879.530108;;;
20150100021;959637605;;2879.530108;5471.1072052;
20150100021;959641177;2879.530108;;;
20150100021;959641205;;2879.530108;5471.1072052;
20150100021;959644777;2879.530108;;;
20150100021;959644805;;2879.530108;5471.1072052;
20150100021;959648377;2879.530108;;;
20150100021;959648405;;2879.530108;5471.1072052;
20150100021;959651977;2879.530108;;;
20150100021;959652005;;2879.530108;5471.1072052;
20150100021;959655577;2879.530108;;;
20150100021;959655605;;2879.530108;5471.1072052;
20150100021;959659177;2879.530108;;;
20150100021;959659205;;2879.530108;5471.1072052;
20150100021;959662777;2879.530108;;;
20150100021;959662805;;2879.530108;5471.1072052;
20150100021;959666377;2879.530108;;;
20150100021;959666405;;2879.530108;5471.1072052;
20150100021;959669977;2879.530108;;;
20150100021;959670005;;2879.530108;5471.1072052;
20150100021;959673577;2879.530108;;;
20150100021;959673605;;2879.530108;5471.1072052;
20150100021;959677177;2879.530108;;;
20150100021;959677205;;2879.530108;5471.1072052;
20150100021;959680777;2879.530108;;;
20150100021;959680805;;2879.530108;5471.1072052;
20150100021;959684377;2879.530108;;;
20150100021;959684405;;2879.530108;5471.1072052;
20150100021;959687977;2879.530108;;;
20150100021;959688005;;2879.530108;5471.1072052;
20150100021;959691577;2879.530108;;;
20150100021;959691605;;2879.530108;5471.1072052;
20150100021;959695177;2879.530108;;;
20150100021;959695205;;2879.530108;5471.1072052;
20150100021;959698777;2879.530108;;;
20150100021;959698805;;2879.530108;5471.1072052;
20150100021;959702377;2879.530108;;;
20150100021;959702405;;2879.530108;5471.1072052;
20150100021;959705977;2879.530108;;;
20150100021;959706005;;2879.530108;5471.1072052;
20150100021;959709577;2879.530108;;;
20150100021;959709605;;2879.530108;5471.1072052;
20150100021;959713177;2879.530108;;;
20150100021;959713205;;2879.530108;5471.1072052;
20150100021;959716777;2879.530108;;;
20150100021;959716805;;2879.530108;5471.1072052;
20150100021;959720377;2879.530108;;;
20150100021;959720405;;2879.530108;5471.1072052;
20150100021;959723977;2879.530108;;;
20150100021;959724005;;2879.530108;5471.1072052;
20150100021;959727577;2879.530108;;;
20150100021;959727605;;2879.530108;5471.1072052;
20150100021;959731177;2879.530108;;;
20150100021;959731205;;2879.530108;5471.1072052;
20150100021;959734777;2879.530108;;;
20150100021;959734805;;2879.530108;5471.1072052;
20150100021;959738377;2879.530108;;;
20150100021;959738405;;2879.530108;5471.1072052;
20150100021;959741977;2879.530108;;;
20150100021;959742005;;2879.530108;5471.1072052;
20150100021;959745577;2879.530108;;;
20150100021;959745605;;2879.530108;5471.1072052;
20150100021;959749177;2879.530108;;;
20150100021;959749205;;2879.530108;5471.1072052;
20150100021;959752777;2879.530108;;;
20150100021;959752805;;2879.530108;5471.1072052;
20150100021;959756377;2879.530108;;;
20150100021;959756405;;2879.530108;5471.1072052;
20150100021;959759977;2879.530108;;;
20150100021;959760005;;2879.530108;5471.1072052;
20150100021;959763577;2879.530108;;;
20150100021;959763605;;2879.530108;5471.1072052;
20150100021;959767177;2879.530108;;;
20150100021;959767205;;2879.530108;5471.1072052;
20150100021;959770777;2879.530108;;;
20150100021;959770805;;2879.530108;5471.1072052;
20150100021;959774377;2879.530108;;;
20150100021;959774405;;2879.530108;5471.1072052;
20150100021;959777977;2879.530108;;;
20150100021;959778005;;2879.530108;5471.1072052;
20150100021;959781577;2879.530108;;;
20150100021;959781605;;2879.530108;5471.1072052;
20150100021;959785177;2879.530108;;;
20150100021;959785205;;2879.530108;5471.1072052;
20150100021;959788777;2879.530108;;;
20150100021;959788805;;2879.530108;5471.1072052;
20150100021;959792377;2879.530108;;;
20150100021;959792405;;2879.530108;5471.1072052;
20150100021;959795977;2879.530108;;;
20150100021;959796005;;2879.530108;5471.1072052;
20150100021;959799577;2879.530108;;;
20150100021;959799605;;2879.530108;5471.1072052;
20150100021;959803177;2879.530108;;;
20150100021;959803205;;2879.530108;5471.1072052;
20150100021;959806777;2879.530108;;;
20150100021;959806805;;2879.530108;5471.1072052;
20150100021;959810377;2879.530108;;;
20150100021;959810405;;2879.530108;5471.1072052;
20150100021;959813977;2879.530108;;;
20150100021;959814005;;2879.530108;5471.1072052;
20150100021;959817577;2879.530108;;;
20150100021;959817605;;2879.530108;5471.1072052;
20150100021;959821177;2879.530108;;;
20150100021;959821205;;2879.530108;5471.1072052;
20150100021;959824777;2879.530108;;;
20150100021;959824805;;2879.530108;5471.1072052;
20150100021;959828377;2879.530108;;;
20150100021;959828405;;2879.530108;5471.1072052;
20150100021;959831977;2879.530108;;;
20150100021;959832005;;2879.530108;5471.1072052;
20150100021;959835577;2879.530108;;;
20150100021;959835605;;2879.530108;5471.1072052;
20150100021;959839177;2879.530108;;;
20150100021;959839205;;2879.530108;5471.1072052;
20150100021;959842777;2879.530108;;;
20150100021;959842805;;2879.530108;5471.1072052;
20150100021;959846377;2879.530108;;;
20150100021;959846405;;2879.530108;5471.1072052;
20150100021;959849977;2879.530108;;;
20150100021;959850005;;2879.530108;5471.1072052;
20150100021;959853577;2879.530108;;;
20150100021;959853605;;2879.530108;5471.1072052;
20150100021;959857177;2879.530108;;;
20150100021;959857205;;2879.530108;5471.1072052;
20150100021;959860777;2879.530108;;;
20150100021;959860805;;2879.530108;5471.1072052;
20150100021;959864377;2879.530108;;;
20150100021;959864405;;2879.530108;5471.1072052;
20150100021;959867977;2879.530108;;;
20150100021;959868005;;2879.530108;5471.1072052;
20150100021;959871577;2879.530108;;;
20150100021;959871605;;2879.530108;5471.1072052;
20150100021;959875177;2879.530108;;;
20150100021;959875205;;2879.530108;5471.1072052;
20150100021;959878777;2879.530108;;;
20150100021;959878805;;2879.530108;5471.1072052;
20150100021;959882377;2879.530108;;;
20150100021;959882405;;2879.530108;5471.1072052;
20150100021;959885977;2879.530108;;;
20150100021;959886005;;2879.530108;5471.1072052;
20150100021;959889577;2879.530108;;;
20150100021;959889605;;2879.530108;5471.1072052;
20150100021;959893177;2879.530108;;;
20150100021;959893205;;2879.530108;5471.1072052;
20150100021;959896777;2879.530108;;;
20150100021;959896805;;2879.530108;5471.1072052;
20150100021;959900377;2879.530108;;;
20150100021;959900405;;2879.530108;5471.1072052;
20150100021;959903977;2879.530108;;;
20150100021;959904005;;2879.530108;5471.1072052;
20150100021;959907577;2879.530108;;;
20150100021;959907605;;2879.530108;5471.1072052;
20150100021;959911177;2879.530108;;;
20150100021;959911205;;2879.530108;5471.1072052;
20150100021;959914777;2879.530108;;;
20150100021;959914805;;2879.530108;5471.1072052;
20150100021;959918377;2879.530108;;;
20150100021;959918405;;2879.530108;5471.1072052;
20150100021;959921977;2879.530108;;;
20150100021;959922005;;2879.530108;5471.1072052;
20150100021;959925577;2879.530108;;;
20150100021;959925605;;2879.530108;5471.1072052;
20150100021;959929177;2879.530108;;;
20150100021;959929205;;2879.530108;5471.1072052;
20150100021;959932777;2879.530108;;;
20150100021;959932805;;2879.530108;5471.1072052;
20150100021;959936377;2879.530108;;;
20150100021;959936405;;2879.530108;5471.1072052;
20150100021;959939977;2879.530108;;;
20150100021;959940005;;2879.530108;5471.1072052;
20150100021;959943577;2879.530108;;;
20150100021;959943605;;2879.530108;5471.1072052;
20150100021;959947177;2879.530108;;;
20150100021;959947205;;2879.530108;5471.1072052;
20150100021;959950777;2879.530108;;;
20150100021;959950805;;2879.530108;5471.1072052;
20150100021;959954377;2879.530108;;;
20150100021;959954405;;2879.530108;5471.1072052;
20150100021;959957977;2879.530108;;;
20150100021;959958005;;2879.530108;5471.1072052;
20150100021;959961577;2879.530108;;;
20150100021;959961605;;2879.530108;5471.1072052;
20150100021;959965177;2879.530108;;;
20150100021;959965205;;2879.530108;5471.1072052;
20150100021;959968777;2879.530108;;;
20150100021;959968805;;2879.530108;5471.1072052;
20150100021;959972377;2879.530108;;;
20150100021;959972405;;2879.530108;5471.1072052;
20150100021;959975977;2879.530108;;;
20150100021;959976005;;2879.530108;5471.1072052;
20150100021;959979577;2879.530108;;;
20150100021;959979605;;2879.530108;5471.1072052;
20150100021;959983177;2879.530108;;;
20150100021;959983205;;2879.530108;5471.1072052;
20150100021;959986777;2879.530108;;;
20150100021;959986805;;2879.530108;5471.1072052;
20150100021;959990377;2879.530108;;;
20150100021;959990405;;2879.530108;5471.1072052;
20150100021;959993977;2879.530108;;;
20150100021;959994005;;2879.530108;5471.1072052;
20150100021;959997577;2879.530108;;;
20150100021;959997605;;2879.530108;5471.1072052;
20150100021;960001177;2879.530108;;;
20150100021;960001205;;2879.530108;5471.1072052;
20150100021;960004777;2879.530108;;;
20150100021;960004805;;2879.530108;5471.1072052;
20150100021;960008377;2879.530108;;;
20150100021;960008405;;2879.530108;5471.1072052;
20150100021;960011977;2879.530108;;;
20150100021;960012005;;1115.8674756981793;2120.148203826541;
20150100021;960015577;2879.530108;;;
20150100021;960015605;;0.0;0.0;
20150100021;960019177;2879.530108;;;
20150100021;960019205;;0.0;0.0;
20150100021;960022777;2879.530108;;;
20150100021;960022805;;0.0;0.0;
20150100021;960026377;2879.530108;;;
20150100021;960026405;;0.0;0.0;
20150100021;960029977;2879.530108;;;
20150100021;960030005;;0.0;0.0;
20150100021;960033577;2879.530108;;;
20150100021;960033605;;0.0;0.0;
20150100021;960037177;2879.530108;;;
20150100021;960037205;;0.0;0.0;
20150100021;960040777;2879.530108;;;
20150100021;960040805;;2879.530108;5471.1072052;
20150100021;960044377;2879.530108;;;
20150100021;960044405;;2879.530108;5471.1072052;
20150100021;960047977;2879.530108;;;
20150100021;960048005;;2879.530108;5471.1072052;
20150100021;960051577;2879.530108;;;
20150100021;960051605;;2879.530108;5471.1072052;
20150100021;960055177;2879.530108;;;
20150100021;960055205;;2879.530108;5471.1072052;
20150100021;960058777;2879.530108;;;
20150100021;960058805;;2879.530108;5471.1072052;
20150100021;960062377;2879.530108;;;
20150100021;960062405;;2879.530108;5471.1072052;
20150100021;960065977;2879.530108;;;
20150100021;960066005;;2879.530108;5471.1072052;
20150100021;960069577;2879.530108;;;
20150100021;960069605;;2879.530108;5471.1072052;
20150100021;960073177;2879.530108;;;
20150100021;960073205;;2879.530108;5471.1072052;
20150100021;960076777;2879.530108;;;
20150100021;960076805;;2879.530108;5471.1072052;
20150100021;960080377;2879.530108;;;
20150100021;960080405;;2879.530108;5471.1072052;
20150100021;960083977;2879.530108;;;
20150100021;960084005;;2879.530108;5471.1072052;
20150100021;960087577;2879.530108;;;
20150100021;960087605;;2879.530108;5471.1072052;
20150100021;960091177;2879.530108;;;
20150100021;960091205;;2879.530108;5471.1072052;
20150100021;960094777;2879.530108;;;
20150100021;960094805;;2879.530108;5471.1072052;
20150100021;960098377;2879.530108;;;
20150100021;960098405;;2879.530108;5471.1072052;
20150100021;960101977;2879.530108;;;
20150100021;960102005;;2879.530108;5471.1072052;
20150100021;960105577;2879.530108;;;
20150100021;960105605;;2879.530108;5471.1072052;
20150100021;960109177;2879.530108;;;
20150100021;960109205;;2879.530108;5471.1072052;
20150100021;960112777;2879.530108;;;
20150100021;960112805;;2879.530108;5471.1072052;
20150100021;960116377;2879.530108;;;
20150100021;960116405;;2879.530108;5471.1072052;
20150100021;960119977;2879.530108;;;
20150100021;960120005;;2879.530108;5471.1072052;
20150100021;960123577;2879.530108;;;
20150100021;960123605;;2879.530108;5471.1072052;
20150100021;960127177;2879.530108;;;
20150100021;960127205;;2879.530108;5471.1072052;
20150100021;960130777;2879.530108;;;
20150100021;960130805;;2879.530108;5471.1072052;
20150100021;960134377;2879.530108;;;
20150100021;960134405;;2879.530108;5471.1072052;
20150100021;960137977;2879.530108;;;
20150100021;960138005;;2879.530108;5471.1072052;
20150100021;960141577;2879.530108;;;
20150100021;960141605;;2879.530108;5471.1072052;
20150100021;960145177;2879.530108;;;
20150100021;960145205;;2879.530108;5471.1072052;
20150100021;960148777;2879.530108;;;
20150100021;960148805;;2879.530108;5471.1072052;
20150100021;960152377;2879.530108;;;
20150100021;960152405;;2879.530108;5471.1072052;
20150100021;960155977;2879.530108;;;
20150100021;960156005;;2879.530108;5471.1072052;
20150100021;960159577;2879.530108;;;
20150100021;960159605;;2879.530108;5471.1072052;
20150100021;960163177;2879.530108;;;
20150100021;960163205;;2879.530108;5471.1072052;
20150100021;960166777;2879.530108;;;
20150100021;960166805;;2879.530108;5471.1072052;
20150100021;960170377;2879.530108;;;
20150100021;960170405;;2879.530108;5471.1072052;
20150100021;960173977;2879.530108;;;
20150100021;960174005;;2879.530108;5471.1072052;
20150100021;960177577;2879.530108;;;
20150100021;960177605;;2879.530108;5471.1072052;
20150100021;960181177;2879.530108;;;
20150100021;960181205;;2879.530108;5471.1072052;
20150100021;960184777;2879.530108;;;
20150100021;960184805;;2879.530108;5471.1072052;
20150100021;960188377;2879.530108;;;
20150100021;960188405;;2879.530108;5471.1072052;
20150100021;960191977;2879.530108;;;
20150100021;960192005;;2879.530108;5471.1072052;
20150100021;960195577;2879.530108;;;
20150100021;960195605;;2879.530108;5471.1072052;
20150100021;960199177;2879.530108;;;
20150100021;960199205;;2879.530108;5471.1072052;
20150100021;960202777;2879.530108;;;
20150100021;960202805;;2879.530108;5471.1072052;
20150100021;960206377;2879.530108;;;
20150100021;960206405;;2879.530108;5471.1072052;
20150100021;960209977;2879.530108;;;
20150100021;960210005;;2879.530108;5471.1072052;
20150100021;960213577;2879.530108;;;
20150100021;960213605;;2879.530108;5471.1072052;
20150100021;960217177;2879.530108;;;
20150100021;960217205;;2879.530108;5471.1072052;
20150100021;960220777;2879.530108;;;
20150100021;960220805;;2879.530108;5471.1072052;
20150100021;960224377;2879.530108;;;
20150100021;960224405;;2879.530108;5471.1072052;
20150100021;960227977;2879.530108;;;
20150100021;960228005;;2879.530108;5471.1072052;
20150100021;960231577;2879.530108;;;
20150100021;960231605;;2879.530108;5471.1072052;
20150100021;960235177;2879.530108;;;
20150100021;960235205;;2879.530108;5471.1072052;
20150100021;960238777;2879.530108;;;
20150100021;960238805;;2879.530108;5471.1072052;
20150100021;960242377;2879.530108;;;
20150100021;960242405;;2879.530108;5471.1072052;
20150100021;960245977;2879.530108;;;
20150100021;960246005;;2879.530108;5471.1072052;
20150100021;960249577;2879.530108;;;
20150100021;960249605;;2879.530108;5471.1072052;
20150100021;960253177;2879.530108;;;
20150100021;960253205;;2879.530108;5471.1072052;
20150100021;960256777;2879.530108;;;
20150100021;960256805;;2879.530108;5471.1072052;
20150100021;960260377;2879.530108;;;
20150100021;960260405;;2879.530108;5471.1072052;
20150100021;960263977;2879.530108;;;
20150100021;960264005;;2879.530108;5471.1072052;
20150100021;960267577;2879.530108;;;
20150100021;960267605;;2879.530108;5471.1072052;
20150100021;960271177;2879.530108;;;
20150100021;960271205;;2879.530108;5471.1072052;
20150100021;960274777;2879.530108;;;
20150100021;960274805;;2879.530108;5471.1072052;
20150100021;960278377;2879.530108;;;
20150100021;960278405;;2879.530108;5471.1072052;
20150100021;960281977;2879.530108;;;
20150100021;960282005;;2879.530108;5471.1072052;
20150100021;960285577;2879.530108;;;
20150100021;960285605;;2879.530108;5471.1072052;
20150100021;960289177;2879.530108;;;
20150100021;960289205;;2879.530108;5471.1072052;
20150100021;960292777;2879.530108;;;
20150100021;960292805;;2879.530108;5471.1072052;
20150100021;960296377;2879.530108;;;
20150100021;960296405;;2879.530108;5471.1072052;
20150100021;960299977;2879.530108;;;
20150100021;960300005;;2879.530108;5471.1072052;
20150100021;960303577;2879.530108;;;
20150100021;960303605;;2879.530108;5471.1072052;
20150100021;960307177;2879.530108;;;
20150100021;960307205;;2879.530108;5471.1072052;
20150100021;960310777;2879.530108;;;
20150100021;960310805;;2879.530108;5471.1072052;
20150100021;960314377;2879.530108;;;
20150100021;960314405;;2879.530108;5471.1072052;
20150100021;960317977;2879.530108;;;
20150100021;960318005;;2879.530108;5471.1072052;
20150100021;960321577;2879.530108;;;
20150100021;960321605;;2879.530108;5471.1072052;
20150100021;960325177;2879.530108;;;
20150100021;960325205;;2879.530108;5471.1072052;
20150100021;960328777;2879.530108;;;
20150100021;960328805;;2879.530108;5471.1072052;
20150100021;960332377;2879.530108;;;
20150100021;960332405;;2879.530108;5471.1072052;
20150100021;960335977;2879.530108;;;
20150100021;960336005;;2879.530108;5471.1072052;
20150100021;960339577;2879.530108;;;
20150100021;960339605;;2879.530108;5471.1072052;
20150100021;960343177;2879.530108;;;
20150100021;960343205;;2879.530108;5471.1072052;
20150100021;960346777;2879.530108;;;
20150100021;960346805;;2879.530108;5471.1072052;
20150100021;960350377;2879.530108;;;
20150100021;960350405;;2879.530108;5471.1072052;
20150100021;960353977;2879.530108;;;
20150100021;960354005;;2879.530108;5471.1072052;
20150100021;960357577;2879.530108;;;
20150100021;960357605;;2879.530108;5471.1072052;
20150100021;960361177;2879.530108;;;
20150100021;960361205;;2879.530108;5471.1072052;
20150100021;960364777;2879.530108;;;
20150100021;960364805;;2879.530108;5471.1072052;
20150100021;960368377;2879.530108;;;
20150100021;960368405;;2879.530108;5471.1072052;
20150100021;960371977;2879.530108;;;
20150100021;960372005;;2879.530108;5471.1072052;
20150100021;960375577;2879.530108;;;
